id,product_code,name,value,barcode,unity_of_measurement,last_received_date,last_issued_date,quantity
488,1603305,HOSE (L=0.280 MTRS) P.NO: MH785756601,488,1603305,NOS,2015-05-16,2015-12-18,1
489,1603328,INTEGRAL BEARING P.No:MH 870001754,489,1603328,NOS,2016-06-17,2017-05-22,10
490,1603329,KIT  MASTER CYLINDER P.NO: MH 870002609,490,1603329,SET,2018-07-09,2018-06-25,20
491,1603357,BOSCH OIL FILTER (SPIN-ON)  F002 H20247-8F8 FO,491,1603357,NOS,2014-09-19,2017-05-05,8
492,1603364,L.H BR  TUBE ASSLY P.NO: MH 507305400,492,1603364,NOS,2014-08-12,2012-10-05,3
493,1603490,REPAIR KIT HOIT CYL (SIM TO MH14824),493,1603490,NOS,2015-05-16,2016-07-15,3
494,1603494,"R.H. WHEEL CYLINDER,P.NO. MH870001339",494,1603494,NOS,2018-07-09,2018-07-11,15
495,1603495,"R.H BRAKE TUBE ,P.NO.MH 506363300",495,1603495,NOS,2017-04-13,1998-07-18,3
496,1603535,SPRING RETAINER MH023187000,496,1603535,NOS,2013-04-17,2018-07-12,24
497,1603612,LH TIE ROD ASSEMBLY MH 870003928,497,1603612,NOS,2011-04-16,2003-03-22,1
498,1603631,"ANTI RATTLE ROD 3T BRAKES,P.NO. MH506071800",498,1603631,NOS,2018-07-09,2018-07-12,20
499,1603636,RETAINING SPRING MH 023411600,499,1603636,NOS,2013-04-17,2003-03-22,8
500,1603644,"THRUST BEARING , P.NO.MH0193 83 600",500,1603644,NOS,2015-05-16,2016-02-02,3
501,1603651,"WHEEL NUT M 20  X 2.5(Telco), P.NO. MH 08724",501,1603651,NOS,2015-07-15,2017-11-28,62
502,1603794,"L.H WHEEL CYLINDER, P.NO.MH 870001303",502,1603794,NOS,2018-07-09,2018-07-11,15
503,1603801,HOSE P.NO. MH09465,503,1603801,NOS,2016-03-24,2015-12-15,8
504,1603806,"CONNECTING LINK ,P.NO: 510502100",504,1603806,NOS,2015-08-27,2012-10-05,38
505,1603809,AIR INTAKE HOSE  P.NO: MH11473,505,1603809,NOS,2016-03-24,2017-11-11,1
506,1603813,CONTROL VALVE,506,1603813,NOS,2016-04-09,2017-09-20,1
507,1603814,"HOSE 720 MM, P.NO: MH 993832675",507,1603814,NOS,2016-08-23,2017-11-11,1
508,1603816,FILTER ELEMENT KIT MH14886 - 80,508,1603816,NOS,2013-07-12,2017-05-20,1
509,1603834,"ACC LINKAGE ROD(S4), MH10198",509,1603834,NOS,2017-04-13,2017-10-30,2
510,1603836,"BRAKE HOSE, P.NO: MH785766401",510,1603836,NOS,2017-04-13,2016-03-15,3
511,1603852,SENDING UNIT-PRICOL 4506 MH785200400,511,1603852,NOS,2015-05-16,2017-11-11,2
512,1603869,"STEER  KNUCKLE (LH), P.NO.MH 08971",512,1603869,NOS,2015-05-16,2016-01-23,1
513,1603870,"TRIAL WHEEL NUT (LONG), P.NO.MH 12195",513,1603870,NOS,2015-05-16,2017-11-11,81
514,1603871,"TR WHEEL BOLT, P.NO.MH  785770701",514,1603871,NOS,2015-05-16,2014-07-07,84
515,1603872,EXHAUST MESH ASSEMBLY DUX  796410023,515,1603872,NOS,2015-05-16,2015-05-28,1
516,1603883,HOSE ASSY  P.NO: MH12522,516,1603883,NOS,2016-03-24,2017-12-04,3
517,1603884,HOSE ASSY  P.NO: MH795107379,517,1603884,NOS,2016-03-24,2015-10-19,3
518,1603887,HOSE  P.NO: MH798622029,518,1603887,NOS,2016-03-24,2015-12-15,3
519,1603888,HYDRAULIC PIPE  RH  P.NO: MH12605,519,1603888,NOS,2012-08-03,2015-10-19,1
520,1603892,"PD BRAKE DRUM , P.NO:MH 07576",520,1603892,NOS,2018-07-09,2018-07-11,4
521,1603898,"PUSH ROD,P.NO. MH065092100",521,1603898,NOS,2018-07-12,2017-03-15,16
522,1603902,"PIANO SWITCH, P.NO.MH 13175",522,1603902,NOS,2013-07-12,2013-05-23,1
523,1603912,TILT LOCK VALVE  (COMMON) P.NO: MH870000028,523,1603912,NOS,2015-05-16,2015-05-26,3
524,1603915,"CAP-EXHAUST MUFFLER , P.NO. MH785782600",524,1603915,NOS,2015-05-16,2015-05-28,1
525,1603918,"GASKET , P.NO. MH10242",525,1603918,NOS,2015-05-16,2017-11-11,2
526,1603920,"HEX. SCREW M10 , P.NO.MH992271376",526,1603920,NOS,2015-07-15,2015-12-07,6
527,1603921,,527,1603921,NOS,2015-05-16,2015-12-07,5
528,1603923,"ROUND HEAD SCREW , P.NO.MH 014875600",528,1603923,NOS,2015-05-16,2014-06-28,18
529,1603924,"LEAD WASHER , P.NO.MH016107400",529,1603924,NOS,2015-05-16,2014-06-28,18
530,1603925,"CUP WASHER , P.NO.MH015832900",530,1603925,NOS,2015-05-16,2014-06-28,18
531,1603926,"ACCELERATOR PEDAL , P.NO.MH063688800",531,1603926,NOS,2017-04-13,2017-11-11,3
532,1603927,"BANJO , P.NO.MH870001394",532,1603927,NOS,2017-04-13,2016-09-29,3
533,1603929,"STOP LIGHT SWITCH WITH WASHER , P.NO.MH0899",533,1603929,NOS,2015-05-16,2015-12-08,1
534,1603930,"CONNECTOR LINK , P.NO.MH08977",534,1603930,NOS,2015-05-16,2017-11-11,4
535,1603931,"STEERING KNUCKLE PIN , P.NO.MH 066616800",535,1603931,NOS,2015-05-16,2017-09-27,2
536,1603934,"HOSE(REPLACE BY MH08002), P.NO. MH791370454",536,1603934,NOS,2016-03-24,2016-03-24,6
537,1603935,"RETURN LINE FILTER, P.NO:MH 14886-80.",537,1603935,NOS,2015-07-09,2016-11-05,13
538,1603936,"RETURN LINE FILTER, P.NO:MH 785374401",538,1603936,NOS,2015-05-16,2016-11-05,1
539,1603937,"HOIST CYLINDER SEAL KIT, P.NO: MH16200-650",539,1603937,NOS,2015-05-16,2018-07-05,2
540,1603947,"SPECIAL WASHER, P.NO.MH056917500",540,1603947,NOS,2017-04-13,2018-05-09,3
541,1603948,"RUBBER WASHER, P.NO.MH05617700",541,1603948,NOS,2017-04-13,,12
542,1603949,"ACCELERATOR ROD, P.NO.MH10190",542,1603949,NOS,2017-04-13,2017-11-11,1
543,1603950,"WASHER, P.NO.MH015026200",543,1603950,NOS,2017-04-13,2017-11-11,2
544,1603951,"BALL JOINT , P.NO.MH785763100",544,1603951,NOS,2017-04-13,2017-10-30,2
545,1603952,"THROTTLE CROSS SHAFT BKT WELD T , P.NO.MH1",545,1603952,NOS,2017-04-13,2017-11-11,2
546,1603953,"THROTTLE CONTROL CROSS SHAFT, P.NO.MH065",546,1603953,NOS,2017-04-13,,6
547,1603954,"ACCELERATOR RETAIN SPRING, P.NO.MH7852038",547,1603954,NOS,2017-04-13,2017-10-30,5
548,1603955,"YOKE END, P.NO.MH016548400",548,1603955,NOS,2017-04-13,,3
549,1603956,"CLUTCH PEDAL LEVER, P.NO.MH065376300",549,1603956,NOS,2017-04-13,,3
550,1603957,"PIVOT PIN, P.NO.MH064597100",550,1603957,NOS,2017-04-13,2017-11-03,1
551,1603959,"YOKE PIN, P.NO.MH023031500",551,1603959,NOS,2017-04-13,2017-11-11,1
552,1603960,"ROD, P.NO.MH500144301",552,1603960,NOS,2017-04-13,2017-11-03,1
553,1603963,"SHIM WASHER, P.NO.MH870001234",553,1603963,NOS,2017-04-13,2017-10-30,2
554,1603964,"YOKE PIN, P.NO.MH021848800",554,1603964,NOS,2017-04-13,2017-11-11,2
555,1603968,"SPECIAL WASHER, P.NO.MH08973",555,1603968,NOS,2017-04-13,,12
556,1603969,"SPLIT PIN, P.NO.MH992826225",556,1603969,NOS,2017-04-13,2017-11-13,13
557,1603970,"YOKE PIN, P.NO.MH09185",557,1603970,NOS,2017-04-13,2017-11-13,2
558,1603971,"SPACER, P.NO.MH08978",558,1603971,NOS,2017-04-13,2017-11-13,2
559,1603972,"EXPANSION PLUG, P.NO.MH023818300",559,1603972,NOS,2017-04-13,,12
560,1603973,"BUSH, P.NO.MH09186",560,1603973,NOS,2017-04-13,2017-11-22,10
561,1603974,"GRUB SCREW, P.NO.MH056142200",561,1603974,NOS,2017-04-13,2017-10-30,1
562,1603975,"CLAMP SCREW, P.NO.MH08980",562,1603975,NOS,2017-04-13,2017-11-13,2
563,1603976,"HUB CAP TRAIL WHEEL, P.NO.MH514008300",563,1603976,NOS,2017-04-13,2017-11-13,4
564,1603977,"HOSE SHEAVE, P.NO.MH508624300",564,1603977,NOS,2017-04-13,,3
565,1603981,"HEX.HD.SCREW M10 X 1.5 X 45 LG, P.NO.MH992175",565,1603981,NOS,2017-04-13,2017-10-30,1
566,1603984,"SEAL KIT, P.NO. MH870001609",566,1603984,NOS,2018-07-12,,16
567,1603985,"PISTON,P.NO.MH870001999",567,1603985,NOS,2018-07-12,,16
568,1605170,BEARING 7852 99901,568,1605170,NOS,2004-02-13,2009-10-10,1
569,1606005,FUEL FILTER PRT 81362364,569,1606005,NOS,2000-11-21,2011-11-28,5
570,1606018,ENGINE OIL FILTER 81362000,570,1606018,NOS,2000-11-21,2014-01-17,6
571,1609065,"DRIVER SEAT, P.NO  : Y05.42.901.0",571,1609065,NOS,2018-02-02,,1
572,1609066,"ARM REST, P.NO:V19.46.038.0",572,1609066,NOS,2018-02-02,2018-03-15,1
573,1611043,ELEMENT P.NO:380TC03018.,573,1611043,NOS,2013-03-21,2013-11-30,4
574,1611044,CARTRIDGE FUEL FILTER  30Z7180369,574,1611044,NOS,2012-12-10,2013-09-30,5
575,1611045,FUEL FILTER P.NO.600319121 / 60319120.,575,1611045,NOS,2013-07-09,2013-12-02,3
576,1611047,ELEMENT ASSY AIR CLEANER P.NO.31Z1200272.,576,1611047,NOS,2013-07-09,2014-01-03,2
577,1611048,LUB OIL CARTRIDGE P.NO.30Z5180495.,577,1611048,NOS,2013-07-09,2013-09-30,7
578,1611059,STEERING CYLINDER SEAL KIT P.NO. 380HCO2106,578,1611059,NOS,2012-11-30,2013-11-27,1
579,1611069,ACCELERATOR CABLE P.NO.  4244311222,579,1611069,NOS,2013-06-06,2013-07-13,5
580,1611100,ALTERNATOR P.NO.6008215630,580,1611100,NOS,2014-06-27,2012-03-02,1
581,1611118,HOSE  P. NO. CHH1802012,581,1611118,NOS,2008-07-16,2011-10-19,1
582,1611150,SPIDER ASSY  P.NO.764PT11019,582,1611150,NOS,2012-07-13,2014-01-24,1
583,1611153,DUMP CYLINDER KIT 380HC02098.,583,1611153,NOS,2015-01-13,2012-07-23,2
584,1611163,WATER PUMP ASSEMBLY   P.No: 6138611560 / 613,584,1611163,NOS,2013-12-05,2013-07-06,1
585,1611167,FUEL INJECTION PUMP ASSEMBLY 6138721110,585,1611167,NOS,2007-11-22,,1
586,1611171,TURBO CHARGER ASSEMBLY,586,1611171,NOS,2014-09-16,2011-11-26,1
587,1611185,AIR COMPRESSOR ASSEMBLY  P.NO. 6138813111,587,1611185,NOS,2007-08-18,,1
588,1611210,SPIDER ASSY P.NO:764 PZ 03016 / 2832011210W,588,1611210,NOS,2012-10-27,2014-01-24,1
589,1611220,SKF MAKE BEARING (IMPORTED) 32215 J2/Q,589,1611220,NOS,2013-07-29,2013-08-20,4
590,1611253,HOSE PART NO. 6138616120,590,1611253,NOS,2014-06-27,2010-03-08,1
591,1611262,DRIVE SHAFT 764PT02003.,591,1611262,NOS,2015-01-21,2011-01-13,2
592,1611273,KEY P.NO: CFK0200516,592,1611273,NOS,2012-01-30,2011-04-04,4
593,1611281,CARTRIDGE P.NO. 600311829/ 3027180369,593,1611281,NOS,2013-07-09,2012-11-15,8
594,1611282,LIFT ARM KIT 380SK01053.,594,1611282,NOS,2013-12-17,2013-08-28,2
595,1611283,BEARING 4T-30316,595,1611283,NOS,2014-03-05,2013-11-12,1
596,1611284,BEARING JM 716649/ 716610,596,1611284,NOS,2014-03-20,2013-11-12,1
597,1611287,ELEMENT OIL COOLER,597,1611287,NOS,2014-03-03,2014-01-30,1
598,1612006,ENGINE AIR FILTER INNER,598,1612006,NOS,2014-09-20,2015-02-02,1
599,1612007,ENGINE AIR FILTER OUTER,599,1612007,NOS,2014-09-20,2015-02-02,1
600,1612008,"BUCKET TOOTH,P.NO: Z0105511123",600,1612008,NOS,2018-06-21,2018-07-20,6
601,1612010,"BRAKE SHOE, P.NO.6561J030200.",601,1612010,NOS,2018-06-21,2018-06-14,36
602,1612014,HYDRAULIC OIL FILTER-INLET P.NO.W0104502102,602,1612014,NOS,2016-09-03,2018-02-19,1
603,1612034,"PARKING ELECTROMAGNET, W6560504021",603,1612034,NOS,2016-03-12,2016-10-21,2
604,1612046,START KEY  P.NO. W0105306009,604,1612046,NOS,2017-05-19,2017-10-24,3
605,1612057,SEALING ASSY,605,1612057,NOS,2017-05-19,2016-11-03,2
606,1612058,STEERING CYLINDER   P.NO: 65605021,606,1612058,NOS,2016-12-10,2017-02-24,2
607,1612059,SEALING ASSY W65605023000.,607,1612059,NOS,2017-05-19,2017-06-09,2
608,1612061,SEALING ASSY W65605024000.,608,1612061,NOS,2017-05-19,2016-11-03,4
609,1612062,"LIFTING CYLINDER ASSEMBLY,",609,1612062,NOS,2017-05-19,2016-07-19,1
610,1612063,"SLEEVE, P.NO: Z0105511011",610,1612063,NOS,2014-09-20,2016-03-30,5
611,1612064,PIN P.NO:Z0105511012,611,1612064,NOS,2018-06-21,2016-08-01,10
612,1612065,"SLEEVE, P.NO:Z0105511013",612,1612065,NOS,2014-09-20,2016-03-28,4
613,1612066,"PIN, P.NO:Z0105510003",613,1612066,NOS,2015-04-02,2015-11-26,7
614,1612067,SLEEVE P.NO:Z0105511003,614,1612067,NOS,2016-12-10,2018-06-25,2
615,1612070,PIN P.NO:Z 0105511004,615,1612070,NOS,2016-12-10,2017-11-06,1
616,1612076,UNIVERSAL JOINT ASSY  P.NO: Z0150504230,616,1612076,NOS,2016-12-10,2016-05-30,2
617,1612079,"STEERING GEAR PUMP,",617,1612079,NOS,2017-05-19,2016-10-27,1
618,1612081,FENNER POLY V BELT 8PK 790.,618,1612081,NOS,2014-12-31,2017-02-13,7
619,1612082,FENNER POLY V BELT 8 PK-1062.,619,1612082,NOS,2014-12-31,2017-02-13,7
620,1612113,YNE JIN BRAND BRAKE HOSE,620,1612113,NOS,2014-12-30,2014-08-22,2
621,1612123,"JOINT, P.NO. 614040021",621,1612123,NOS,2015-02-25,2011-09-13,12
622,1612133,BEARING  50 P.NO:B0150210050,622,1612133,NOS,2014-09-20,2016-09-07,5
623,1612141,HOSE P.NO:6561J180700.,623,1612141,NOS,2013-07-23,2014-09-01,1
624,1612149,OPERATING   SHAFT  P.NO: Z0105306618,624,1612149,NOS,2015-03-16,2016-06-15,1
625,1612153,"OPERATING SOFT SHAFT, P.NO:6561M190200",625,1612153,NOS,2018-07-18,2018-07-20,4
626,1612156,"OIL TUBE, P.NO:Z0105408006.",626,1612156,NOS,2014-12-30,2014-08-25,1
627,1612163,RIM  P.NO:Z0104504504,627,1612163,NOS,2016-12-10,2017-11-28,1
628,1612199,PRIORITY VALVE,628,1612199,NOS,2015-04-02,2016-02-09,1
629,1612200,EXHAUST GAS PIPE ASSY.,629,1612200,NOS,2015-10-08,2012-01-13,2
630,1612203,"RECTANGLE SEAL, P.NO: 6561J140200.",630,1612203,NOS,2016-06-08,2017-12-08,30
631,1612205,PISTON P.NO:6561J230100,631,1612205,NOS,2016-06-24,2018-06-11,16
632,1612206,DUST RING P.NO: 6561J140400.,632,1612206,NOS,2016-06-08,2018-06-11,20
633,1612208,REAR DRIVING SHAFT,633,1612208,NOS,2017-03-23,2016-05-07,2
634,1612209,BRAKE BOOSTER  UNIT,634,1612209,NOS,2017-06-09,2017-08-31,4
635,1612210,PIN  P.NO. 6561L190200,635,1612210,NOS,2018-06-20,2015-01-16,1
636,1612211,DUST PROOF RING 80  P.NO. 6561L140200,636,1612211,NOS,2018-06-20,2014-12-18,2
637,1612213,FLANGE  P.NO. 6561L160300,637,1612213,NOS,2018-06-21,2014-03-20,2
638,1612214,PIN P.NO. 6561L190100,638,1612214,NOS,2018-06-20,2013-04-08,1
639,1612215,DUST PROOF RING  P.NO. 6561L140300,639,1612215,NOS,2018-07-18,2014-12-18,2
640,1612216,FLANGE  P.NO. 6561L160200,640,1612216,NOS,2015-07-07,2014-03-20,2
641,1612221,"LUBE OIL FILTER,DONALDSON MAKE P.NO.P553771",641,1612221,NOS,2016-09-07,2018-06-07,21
642,1612222,14 MM HIGH PRESSURE DIESEL HOSE WITH,642,1612222,NOS,2015-10-12,2015-03-14,5
643,1612223,14 MM HIGH PRESSURE DIESEL HOSE WITH,643,1612223,NOS,2015-10-12,2016-01-02,5
644,1612224,14 MM HIGH PRESSURE DIESEL HOSE WITH,644,1612224,NOS,2015-10-12,2015-11-23,2
645,1612225,14 MM HIGH PRESSURE DIESEL HOSE WITH STANDA,645,1612225,NOS,2015-10-12,2016-11-05,2
646,1612233,"LOCK RING , P.NO: Z0104504501",646,1612233,NOS,2017-03-25,2017-11-28,1
647,1612237,"3/4"" VERY HIGH PRESSURE HOSE 600 MM LONG 90",647,1612237,NOS,2015-10-23,2015-07-11,2
648,1612246,"""T""CONNECTOR,P.NO.Z0105408001",648,1612246,NOS,2016-04-15,2014-08-27,1
649,1612247,"""T""JOINT, P.NO.6561J110100.",649,1612247,NOS,2014-12-30,2014-08-27,2
650,1612248,"OIL PIPE,P.NO.6561J180600",650,1612248,NOS,2016-03-12,2014-08-27,1
651,1612249,"""T"" TUBE, P.NO.Z0105508310.",651,1612249,NOS,2014-12-30,2014-08-27,1
652,1612250,AIR FILTER DONALDSON MAKE,652,1612250,NOS,2016-09-07,2017-11-20,23
653,1612251,"CORNER TOOTH RH,",653,1612251,NOS,2018-06-21,2018-07-20,1
654,1612252,"CORNER TOOTH LH,",654,1612252,NOS,2018-06-21,2018-07-20,1
655,1612254,"TILT CYLINDER(RIGHT),",655,1612254,NOS,2017-05-19,2015-10-15,2
656,1612255,"ANGTE BEARING GE60ES-C3,",656,1612255,NOS,2015-04-02,2018-01-08,1
657,1612257,SUPPORT P.NO: Z0105510001,657,1612257,NOS,2017-01-13,2017-01-25,2
658,1612259,"BEARING 27311, P.NO.B0702731100",658,1612259,NOS,2015-09-10,,2
659,1612260,"BEARING 27312, P.NO.B0702731200",659,1612260,NOS,2015-09-10,,1
660,1612261,HAND BRAKE ASSY.P.NO.W6560503332,660,1612261,NOS,2015-09-10,,4
661,1612263,"FUEL FILTER(PRE), P.NO.KYX009729DOWALDSON M",661,1612263,NOS,2015-08-12,2017-09-19,7
662,1612264,"FUEL FILTER(FINE), P.NO.KYX009728DOWALDSON M",662,1612264,NOS,2015-08-12,2017-09-19,13
663,1612277,"STEERING MECHANISM ASSY,P.NO: 65605019",663,1612277,NOS,2017-03-25,,1
664,1612280,"BLAKE VALVE, P.NO: W0105508200",664,1612280,NOS,2016-12-10,2017-02-06,1
665,1612281,"GOVERNOR ASSEMBLY, P.NO: W6560500104",665,1612281,NOS,2016-12-10,,1
666,1612283,"1/2"" HIGH PRESSURE HOSE- 4 SP, 6000 PSI, 1350 M",666,1612283,NOS,2016-08-13,2017-02-24,2
667,1612284,"1/2"" HIGH PRESSURE HOSE- 4 SP, 6000 PSI, 1400 M",667,1612284,NOS,2016-08-13,,4
668,1612285,"1/2"" HIGH PRESSURE HOSE- 4 SP, 6000 PSI, 750 MM L",668,1612285,NOS,2016-08-13,2017-02-24,2
669,1612290,"FUEL FILTER(PRIMARY) , P.NO.612600081334",669,1612290,NOS,2017-05-19,,6
670,1612291,"FUEL FILTER(PRIMARY) , P.NO.612600081294",670,1612291,NOS,2017-05-19,,4
671,1612292,"FAN BELT, P.NO.612600090682",671,1612292,NOS,2017-05-19,2017-10-26,1
672,1612293,"RIBBED BELT CHARGING ALTERNATOR, P.NO.6126",672,1612293,NOS,2017-05-19,2017-10-26,1
673,1612294,"HOSE INLET, P.NO.612600160028",673,1612294,NOS,2017-05-19,,2
674,1612295,"RUBBER PIPE, P.NO.612600160003",674,1612295,NOS,2017-05-19,,2
675,1612296,"PLATE, P.NO.6561L440100",675,1612296,NOS,2018-07-18,,1
676,1612297,"FLANGE, P.NO.6561L160100",676,1612297,NOS,2018-06-20,,1
677,1612298,"PLATE, P.NO. 6561L440200",677,1612298,NOS,2018-06-20,,1
678,1612300,"BEARING, P.NO.6561MO90100",678,1612300,NOS,2018-06-21,,8
679,1612302,"SLEEVE, P.NO.6561P090200",679,1612302,NOS,2018-06-20,,8
680,1612303,"PIN, P.NO.6561P300900",680,1612303,NOS,2018-06-21,,8
681,1612304,"BEARING,P.NO.6561P000100",681,1612304,NOS,2018-06-21,,8
682,1612305,"PIN,P.NO.6561P301000",682,1612305,NOS,2018-06-21,,8
683,1612306,"SLEEVE,P.NO.6561P090300",683,1612306,NOS,2018-06-21,,8
684,1612307,"PIN,P.NO.6561P301100",684,1612307,NOS,2018-07-18,,2
685,1612308,"PIN,P.NO.6561P301200",685,1612308,NOS,2018-06-21,,8
686,1612309,"SHEATH,P.NO.64561L090200",686,1612309,NOS,2018-06-21,,6
687,1620978,SEAL O-RING (A2916 * 6880101),687,1620978,NOS,1996-02-23,,2
688,1672216,HALOGEN BULB SUITABLE FOR FRONT END,688,1672216,NOS,2017-03-16,2016-09-09,25
689,1672677,SPRING 81802370,689,1672677,NOS,1998-10-22,,2
690,1672706,NOZZLE TUBE SET- P6 ENGINE,690,1672706,SET,2004-04-28,,1
691,1672750,"12 V, DC FAN SUITABLE FOR FIXING IN AUTOMOBILE.1",691,1672750,NOS,2017-09-01,2017-12-30,5
692,1672764,"BRAKE CHAMBER, P.NO.81043727",692,1672764,NOS,2016-08-13,2015-09-11,3
693,1672771,"REVERSE ALARAM, P.NO.81049392.",693,1672771,NOS,2016-08-06,2016-08-13,1
694,1672772,"PRESSURE SWITCH, P.NO.81016168",694,1672772,NOS,2016-08-18,,1
695,1672775,"CAM SHAFT, P.NO.81007108",695,1672775,NOS,2016-08-13,,4
696,1672776,"COTTER, P.NO.103400",696,1672776,NOS,2016-08-13,,8
697,1672777,"BUSHING, P.NO.81001266",697,1672777,NOS,2016-08-13,,8
698,1672778,"SNAP RING, P.NO.9413403",698,1672778,NOS,2016-08-13,,4
699,1672779,"SEAL, P.NO.7X1548",699,1672779,NOS,2016-08-13,,4
700,1706005,PRESSURE SWITCH FOR AIR COMPRESSOR,700,1706005,NOS,2014-06-18,2017-11-21,3
701,1810002,WORM SHAFT,701,1810002,NOS,1996-01-17,2000-08-23,1
702,1813007,"WHEEL SHAFT, RADICON GEAR BOX U 500",702,1813007,NOS,1997-06-17,,1
703,1825009,N 3 INCH -  WORM SHAFT 25:1 SNGL EXTN WITH F &,703,1825009,NOS,2016-08-22,2015-03-19,1
704,1901051,TELEPHONE ROSETTE BOX(SINGLE LINE),704,1901051,NOS,2017-09-01,2017-05-06,25
705,1902011,"TWO PAIR TELEPHONE CABLE, PVC INSULATED, C",705,1902011,MTR,2016-04-23,2017-05-22,90
706,1902012,"TELEPHONE CABLE  3  PAIR, PVC INSULATED, COPP",706,1902012,MTR,2016-04-23,2015-10-22,180
707,2001026,"EXTERNAL CIRCILP 37. 1/2 ""  P. NO - GB 25",707,2001026,NOS,,1998-09-23,6
708,2002002,DISC ASSY.9900KG BY20KGS,708,2002002,NOS,,1989-03-31,1
709,2101010,ROTATING RECTIFIER ASSEMBLY  WITH DIODE FU,709,2101010,NOS,2017-01-13,2014-03-05,1
710,2101012,G.E MAKE HBC FUSE LINKS FOR PROTECTION OF S,710,2101012,NOS,2005-05-26,2010-12-13,15
711,2101062,"ASSEMBLY ROTOR SCREEN 0146483 K6,500KVA CU",711,2101062,NOS,1997-06-26,,2
712,2101117,"HOSE, PLAIN  136840",712,2101117,NOS,2005-04-05,2013-07-27,1
713,2101270,"CONNECTION EXHAUST OUTLET, P.NO. 190351",713,2101270,NOS,2014-11-07,1999-06-21,1
714,2101295,GASKET GOVERNOR HOUSING 102992,714,2101295,NOS,2005-04-05,2003-06-11,5
715,2101305,HOSE  HUMP   556150,715,2101305,NOS,2009-02-18,2008-04-24,2
716,2101309,"RING SEALING 1"" P.NO.3872281",716,2101309,NOS,2014-03-05,2003-06-11,10
717,2101373,"HOSE HUMP,P.NO.3030787",717,2101373,NOS,2014-11-07,2004-11-04,2
718,2101404,"RUBBER RING  1.25,",718,2101404,NOS,2014-03-05,2003-07-19,10
719,2101491,CLAMP HOSE P.NO.43828 D,719,2101491,NOS,2014-11-07,2011-01-13,8
720,2101502,"MOTOR, STARTING FOR 500 KVA GENSET, VOLT:24",720,2101502,NOS,2015-09-05,,1
721,2102025,SLIP RING CORBON BRUSH FOR KIRLOSKAR,721,2102025,SET,2000-02-16,2012-06-05,16
722,2102052,"CLAMP, HOSE 43828-D",722,2102052,NOS,2005-03-11,2007-06-22,4
723,2102179,CARBON BRUSH HOLDER ASSEMBLY,723,2102179,NOS,2000-02-16,2012-06-06,8
724,2102182,"KIT SUPER BY PASS, FILTER ELEMENT, P.NO.KIT38",724,2102182,NOS,2015-10-12,2003-09-24,1
725,2102228,GASKET VALVE COVER P.NO.108692,725,2102228,NOS,2016-09-07,2014-05-17,1
726,2102275,"FAN, ENGINE, P.NO: 160566",726,2102275,NOS,2014-05-03,2014-01-22,1
727,2102280,"GASKET EXH OUT CONNECTION, P.NO.2880039",727,2102280,NOS,2014-11-07,2014-07-09,1
728,2102281,"TUBE WATER BY PASS, P.NO.3247006",728,2102281,NOS,2014-11-07,2014-07-09,1
729,2102309,"GASKET TURBO TO EXH.MANF, P.NO: 114753.",729,2102309,NOS,2016-09-07,,1
730,2102310,"GASKET, ROCKER LEVER COVER, P.NO: 4072426",730,2102310,NOS,2016-09-07,,3
731,2102311,"BELT- V, P.NO: 4085738.",731,2102311,NOS,2016-09-07,2017-04-08,2
732,2102312,"GAUGE, TEMPERATURE, P.NO: 500108G.",732,2102312,NOS,2016-09-07,,1
733,2102313,"GAUGE, TEMPERATURE, P.NO: 4971772.",733,2102313,NOS,2016-09-07,,1
734,2102314,"EXHAUST ROPE, P.NO: JNMC437",734,2102314,NOS,2016-09-07,,1
735,2103011,SLIP RINGS CARBON BUSHES (8 PIECES IN ONE SET,735,2103011,SET,2017-02-13,2016-07-04,1
736,2103015,CARBON BRUSH HOLDER,736,2103015,SET,2017-02-13,2016-07-04,1
737,2103016,SLIP RING ASSY.,737,2103016,SET,2008-03-20,2007-06-22,1
738,2104019,FLEXIBLE RUBBER DIAPHRAM FOR 20 KVA,738,2104019,NOS,1997-10-15,2005-05-24,1
739,2105004,CARBON BRU.1.5X1X3/8,739,2105004,NOS,,1992-02-01,3
740,2105008,CARBON BRU.38X32X19MM,740,2105008,NOS,,1995-03-31,19
741,2105024,CARBON BRUSHES WOLF PORTABLE EL BLOWER.,741,2105024,PAI,1994-10-06,1994-10-11,1
742,2107001,ELEMENT CRN REGISTOR P/N 4072352,742,2107001,NOS,2014-02-01,2012-07-09,3
743,2107002,ELEMENT  LUB OIL  FILTER   P.NO. KIT3238204.,743,2107002,NOS,2017-09-09,2018-07-12,87
744,2107003,KIT SUPER  BY PASS FILTER  ELEMENT P.NO. KIT38,744,2107003,NOS,2017-09-09,2018-07-12,43
745,2107004,KIT  FUEL FILTER  & RING P.NO. KIT3238493.,745,2107004,NOS,2017-09-09,2018-07-12,41
746,2107006,"ELEMENT, AIR CLEANER P.NO:4020551.",746,2107006,NOS,2017-09-09,2017-09-13,4
747,2107007,AIR CLRANER ELEMENT OUTER PART NO.4020551,747,2107007,NOS,1997-07-29,,6
748,2107012,"TRANSDUCER, P.NO. 3392445",748,2107012,NOS,2014-06-27,2018-04-21,1
749,2107013,MODEL 3392375,749,2107013,NOS,1998-03-11,,3
750,2107016,MODEL WATER TEMP. 3878675,750,2107016,NOS,1998-08-04,,2
