"SlNo","ItemCode","Item Name","UOM","Stock","LRD","LID","Value","BalValue","W/of Date","C/R/I/ST","Location",""
"58","25020","SCRIBBLING PAD BIG SIZE:SIZE 28 X 22 CM, 100 SH","PAD","15","31-Aug-2017","3-Jul-2018","825.40","","","","",""
"59","25021","SCRIBBLING PAD MEDIUM SIZE: SIZE 21 X 15 CM,10","PAD","10","31-Aug-2017","3-Jul-2018","531.13","","","","",""
"60","25022","SCRIBBLING PAD SMALL SIZE: SIZE 15 X 10 CM, 100 S","PAD","15","17-May-2017","3-Jul-2018","275.00","","","","",""
"61","25029","YELLOW FOLDER: SIZE 35 X 22 CMS, I.R.E. ADDRES","NOS","500","17-May-2017","3-Jul-2018","1233.33","","","","",""
"62","25151","INTIMATION FOR SHIFT CHANGE FORM: SIZE 18  X 2","PAD","10","31-Aug-2017","3-Jul-2018","571.43","","","","",""
"63","26001","DAILY JOB ALLOCATION (MECHANICAL)REGISTER: S","NOS","5","17-Jul-2018","22-Feb-2003","","","","","",""
"64","26011","TOOLS ISSUE REGISTER SIZE 33 X 21 CM. 200 SHE","NOS","2","17-Jul-2018","10-Apr-2008","","","","","",""
"65","26012","MECHANICAL MAINTENANCE WORKS REGISTER S","NOS","2","17-Jul-2018","10-Apr-2008","","","","","",""
"66","31022","SAFETY INTIMATION CARD TO BE PRINTED IN QUAD","NOS","5","17-Jul-2018","","","","","","",""
"67","50012","COPIER PAPER OF A4 SIZE, 80 GSM( 500 SHEETS IN","PKT","532","9-Jul-2018","3-Jul-2018","25372.50","","","","",""
"68","50152","LEGAL PAPER OF 215 X 345 MM SIZE.80 GSM( 500","PKT","12","9-Jul-2018","10-May-2018","2098.20","","","","",""
"69","51015","OFFICE FILE- LIGHT BLUE","NOS","200","17-Jul-2018","19-Jul-2018","","","","","",""
"70","51016","OFFICE FILE- YELLOW","NOS","100","17-Jul-2018","19-Jul-2018","","","","","",""
"71","101001","RAPID MAGNETIC SEPARATORS COMPLETE.","NOS","4","2-Jan-1996","","449.34","","","","",""
"72","208012","HIGH TENSION  ELECTRIC CABLES S.C 4 Sq .mm (7","MTR","1725","26-Jun-1993","6-Oct-2017","31090.06","","","","",""
"73","208032","HIGH TENSION ROLL SEPARATOR ES 2754 AND ES 2","NOS","2","25-Sep-2001","19-May-2004","105.48","","","","",""
"74","208033","SUPPORT BRACKET AC WIPER ASSEMEMBLY","NOS","6","27-Dec-2003","16-Aug-2013","1428.95","","","","",""
"75","211007","POTENTIO METER  E 8801","NOS","7","21-Jul-1992","13-Mar-2013","549.92","","","","",""
"76","217003","HT SWITCH ASSEMBLY CONSISTING OF AC SWITCH","NOS","2","1-Jan-1998","19-Sep-2000","1620.71","","","","",""
"77","217006","INSULATOR NPA 5030 P.NO 801303","NOS","96","1-Jan-1998","16-Aug-2013","3457.53","","","","",""
"78","217007","GASKET INSULATOR NPA 5030 P.NO 801400","NOS","48","1-Jan-1998","16-Aug-2013","1296.57","","","","",""
"79","217012","PORECELAIN INSULATORS LOWER P.NO 801329","NOS","20","1-Jan-1998","3-Sep-2015","1320.58","","","","",""
"80","217110","ROTARY BRUSH RH 0470","NOS","1","27-Dec-2003","21-Jun-2010","1179.00","","","","",""
"81","217117","SEPARATION ROLLER RH 0613","NOS","1","27-Dec-2003","20-Jan-2011","3271.68","","","","",""
"82","220006","FEED DEFLECTION PLATES 307870","NOS","10","18-Aug-1998","","2761.87","","","","",""
"83","302008","PVC INSULATED SOLID COPPER CONDUCTOR CABL","MTR","829","7-Sep-1999","25-Jun-2004","1241.86","","","","",""
"84","303003","STEEL WEARING PLATE INSERT S701","NOS","4","29-May-1998","16-Aug-2013","245.47","","","","",""
"85","303017","PTIMAN ROLLER BEARING 6AN30","NOS","2","29-May-1998","16-Aug-2013","4038.04","","","","",""
"86","303018","MAIN SHAFT BALL BEARING 6AN31","NOS","4","29-May-1998","16-Aug-2013","2970.23","","","","",""
"87","303019","BUSHING FOR AN 17 62001","NOS","4","29-May-1998","16-Aug-2013","540.04","","","","",""
"88","304201","HDPE PIPE END 40 MM","NOS","21","4-Aug-1998","26-Apr-2012","48.74","","","","",""
"89","304203","HDPE SLIP ON FLANGES 40 MM","NOS","26","4-Aug-1998","13-Mar-1999","54.86","","","","",""
"90","509063","SUPPLY OF INDOOR PANEL COMPRISING OF 1 NO.","SET","1","9-Jul-2018","","","","","","",""
"91","513102","DECON DECORATIVE SWEDISH WALL BRACKET 200","NOS","13","5-Jul-1996","31-Jan-2008","268.12","","","","",""
"92","514012","KIRLOSKER MAKE 3.7KC4 MOTOR, 3.7 KW /5HP 1500","NOS","1","6-Aug-1997","13-Mar-1998","529.75","","","","",""
"93","514102","SHAFT AISI 410 FOR KIRLOSKAR MF20/25 PUMP (C","NOS","1","1-Apr-1997","16-Aug-2013","280.45","","","","",""
"94","514103","SHAFT SLEEVE AISI410 FOR KIRLOSKAR MF20/25P","NOS","1","1-Apr-1997","16-Aug-2013","148.18","","","","",""
"95","514104","GLAND C.I FOR KIRLOSKAR MF 20/25 PUMP (C-1)","NOS","1","1-Apr-1997","16-Aug-2013","25.00","","","","",""
"96","514105","LIQUID DEFLECTOR RUBBER FOR KIRLOSKAR MF20","NOS","1","1-Apr-1997","16-Aug-2013","6.82","","","","",""
"97","514108","IMPELLER NUT BRONZE FOR KIRLOSKAR MF20/25 P","NOS","1","1-Apr-1997","16-Aug-2013","58.64","","","","",""
"98","514110","OIL SEAL DE RUBBER FOR KIRLOSKAR MF20/25 PUM","NOS","1","1-Apr-1997","6-Sep-2013","12.27","","","","",""
"99","514111","OIL SEAL DE RUBBER FOR KIRLOSKAR MF20/25 PUM","NOS","1","1-Apr-1997","6-Sep-2013","12.73","","","","",""
"100","514112","O RING FOR SHAFT SLEEVE FOR KIRLOSKAR MF20/","NOS","1","1-Apr-1997","6-Sep-2013","1.00","","","","",""
"101","514113","O RING FOR DELIVERY CASING & SUCTION COVER K","NOS","1","1-Apr-1997","6-Sep-2013","13.18","","","","",""
"102","514115","BALL BEARING/DE/NDE(NBC-540)FOR KIRLOSKAR M","NOS","2","1-Apr-1997","6-Sep-2013","75.00","","","","",""
"103","550111","STAINLESS STEEL BAFFLE FOR MUFFLE FURNCE","NOS","1","16-Jun-1998","1-Sep-1994","3347.50","","","","",""
"104","550388","SPLIT VACCUM RECIVERS.","NOS","3","7-Oct-1998","6-Sep-2013","2514.35","","","","",""
"105","550804","ASBESTOS MAGNESIUM POWDER","KGS","215","5-Jul-2001","15-Jun-2006","55.52","","","","",""
"106","551054","'KAPCO' BRAND 2 CORE 24/0.2 MM  INSULATED TWI","MTR","79","27-Jul-2007","30-Oct-2017","123.96","","","","",""
"107","551101","IE GLASS TUBE ROTAMETER MODEL:1114C, WITH A","NOS","1","29-Jan-2010","","8832.00","","","","",""
"108","551218","SUPPLY AND INSTALLATION OF  LAPTOP (2 IN","NOS","1","30-Jul-2018","","","","","","",""
"109","707076","TAB. AMNURITE 10 MG IN A STRIP OF 10","STRI","200","27-Jul-2018","16-Oct-2017","","","","","",""
"110","707086","TAB. CLUSFER IN A STRIP OF10","STRI","100","31-Jul-2018","27-Oct-2017","","","","","",""
"111","707087","TAB. NERVILAX IN A STRIP OF 10","STRI","200","31-Jul-2018","14-Oct-2017","","","","","",""
"112","707318","TAB.PANSY 40 MG IN A STRIP OF 10","STRI","200","31-Jul-2018","","","","","","",""
"113","707321","LIQ.SINAREST 60 ML ( PEADIATRIC SYRUP)","BOT","60","27-Jul-2018","","","","","","",""
"114","707322","TAB.SINAREST IN A STRIP OF10","STRI","100","27-Jul-2018","","","","","","",""
"115","804001","OIL BURNER BLOCK FOR WESMAN SIZE-3A","NOS","1","","31-Mar-1990","98.55","","","","",""
"116","903014","FUSES NO 86 AMP EE","NOS","30","6-Sep-2013","12-Mar-2010","30.43","","","","",""
"117","903036","DOUBLE WOUND AIR COOLED TRANSFOREMER 18","NOS","5","10-Apr-1996","2-Dec-2009","988.52","","","","",""
"118","903037","TRANSFORMER PRIMARY 230V,SECONDARY 130 V, 2","NOS","4","24-Feb-1993","10-Aug-1998","1156.83","","","","",""
"119","904004","TSNA-516 A SEAL","NOS","8","19-Apr-2018","28-Feb-2017","","","","","",""
"120","904005","TSNA-516 B COLLAR.","NOS","8","19-Apr-2018","28-Feb-2017","","","","","",""
"121","913017","2 ND  REDUCTION PINION SUITABLE FOR BONFIGLIO","NOS","5","30-Jun-2017","15-May-2017","8900.00","","","","",""
"122","913018","EXTENDED 1st  REDUCTION  PINION SUITABLE FOR","NOS","5","30-Jun-2017","15-May-2017","7000.00","","","","",""
"123","913026","CIRCLIP SUITABLE FOR BONOFIGLIOLI GEAR BOX O","NOS","5","30-Jun-2017","15-May-2017","4870.00","","","","",""
"124","913028","KEY SUITABLE FOR BONOFIGLIOLI GEAR BOX OF S","NOS","5","30-Jun-2017","15-May-2017","350.00","","","","",""
"125","916005","ERIEZ MAKE ELECTRONIC CONTROLLER FOR DRIV","NOS","1","9-Nov-2016","","17910.00","","","","",""
"126","916006","VARIABLE SPEED DRIVE FOR THE 2.2 KW/3 HP DRU","NOS","1","9-Nov-2016","","49649.00","","","","",""
"127","916009","POWER SUPPLY UNIT","NOS","1","9-Nov-2016","","7368.00","","","","",""
"128","1001033","WESMAN GEAR PUMP 3/4"" WITHOUT MOTOR, BASE O","NOS","1","29-Sep-2011","18-Dec-2012","8515.50","","","","",""
"129","1001053","PRESSURE SWITCHES.","NOS","2","7-Apr-2017","20-Mar-2012","12060.00","","","","",""
"130","1001056","AUTOMATIC TEMPERATURE INDICATING","NOS","4","8-Feb-2017","","8527.95","","","","",""
"131","1001057","AUTOMATIC TEMPERATURE INDICATING","NOS","2","8-Feb-2017","5-Jun-2018","6262.00","","","","",""
"132","1002010","'ACE' CALDERYS  MAKE WHYTHEAT 'A'","KGS","550","14-Aug-2017","15-Dec-2017","42926.31","","","","",""
"133","1002013","HOT FACE INSLN. BRICKS 9X4.5X3 ""","NOS","200","4-Feb-1993","19-Dec-2008","186.45","","","","",""
"134","1002029","PINION WITH SHAFT","NOS","1","8-Nov-2002","6-Sep-2013","6225.55","","","","",""
"135","1002031","FIRE BRICKS 9"" X 4.5"" X 3"" X 2"" X 0.5""","NOS","525","1-Sep-1999","6-Jun-2013","528.55","","","","",""
"136","1002034","ACC INSULT II","KGS","1150","27-Sep-1996","3-May-2016","774.53","","","","",""
"137","1002068","'ACE' MAKE MORTOR 80 IN 50 KG BAG.","KGS","400","25-Jan-2010","16-Nov-2016","21496.00","","","","",""
"138","1002069","'ACE' MAKE FIRE BRICK 70 (70% ALUMINA BRICK) SI","NOS","185","25-Jan-2010","4-Jul-2017","1262.90","","","","",""
"139","1002071","CFI SIDE ARCH BRICKS INS 140  230X115X75/65MM","NOS","1260","5-Apr-2006","11-Aug-2017","54687.72","","","","",""
"140","1002073","DILUTION BLOWER","NOS","1","2-Apr-2001","6-Sep-2013","772.50","","","","",""
"141","1003013","NEC MAKE IGNITION TRANSFORMER SINGLE","NOS","2","24-Sep-2008","24-Jun-2014","10409.33","","","","",""
"142","1003032","SEIEMENS A/C OPERATED SPOLE CONTACTOR 3T","NOS","3","11-May-1995","6-Sep-2013","103.17","","","","",""
"143","1003034","S.S. BRAIDED CERMAIC FIBRE ROPE 6 mm","MTR","35","15-Sep-1995","6-Sep-2013","56.39","","","","",""
"144","1003035","S.S. BRAIDEDCERMAIC FIBRE ROPE 12 mm","MTR","25","15-Sep-1995","6-Sep-2013","53.71","","","","",""
"145","1003037","WESMAN NORTH AMERICAN DUEL FUEL BURNER M","NOS","1","27-Oct-1995","22-Nov-1996","45.62","","","","",""
"146","1003043","HEATER - 1 KW TUBALAR TYPE","NOS","1","8-Aug-1995","6-Sep-2013","34.32","","","","",""
"147","1003048","DIAL DIAPHARAM  100 MM GAUGE","NOS","1","21-May-1997","21-Jun-1997","50.07","","","","",""
"148","1003054","WESMAN NORTH AMERICAN BURNER, BURNER MO","NOS","2","28-Apr-1997","28-Nov-1996","154.88","","","","",""
"149","1003060","OIL NOZZLE FOR NA BURNER SERIES 6526-54-3","NOS","1","27-Aug-1997","6-Sep-2013","45.55","","","","",""
"150","1003064","OIL CONNECTION ASSEMBLY WESAMN NORTH AMER","NOS","2","28-Apr-1997","6-Sep-2013","32.48","","","","",""
"151","1005007","WEGMANN CONE 205X320 MM. P.NO:P22WC10030.","NOS","1","30-Jun-2017","24-Jun-2017","44052.00","","","","",""
"152","1005008","LANDIS AND GYR MAKE ULTRA VIOLET DETECTOR","NOS","3","24-Jun-2016","5-Apr-2016","43452.00","","","","",""
"153","1005009","SEQUENCE CONTROLLER LANDIS AND GYR MAKE ,","NOS","1","18-Apr-2008","19-Jul-2006","1475.60","","","","",""
"154","1005017","HEATER  3"" BSP. 590MM LONG ELECTRIC HEATER, P","NOS","4","26-Sep-2017","11-Jan-2017","26986.80","","","","",""
"155","1005019","FUEL PUMP HP MODEL - NVBGR, P.NO: P01FD10020","NOS","1","5-Feb-2016","9-Jun-2015","82555.00","","","","",""
"156","1005022","MECHANICAL SEAL FOR SAFAG PUMP 8210020800","NOS","1","16-Aug-2000","25-Mar-2009","194.28","","","","",""
"157","1005029","FLASHER MODULE 12 AF 36 R","NOS","1","14-Oct-1995","21-Apr-2008","37.86","","","","",""
"158","1005030","RELAY","NOS","2","14-Oct-1995","20-Sep-2013","20.39","","","","",""
"159","1005034","ELECTRONIC HOOTER ( ALU-1) 230 VAC","NOS","1","14-Oct-1995","","104.25","","","","",""
"160","1005044","BHC MAGNITE COILFOR PN TYPE TIMER VOLTAGE 2","NOS","2","8-Feb-1995","20-Sep-2013","21.74","","","","",""
"161","1005049","RELAY ENCLOSED TYPE 2 R RELAY WITH 24 VDC C","NOS","9","31-May-1995","16-Aug-2010","126.98","","","","",""
"162","1005051","SPARES PCB CARD MOTOR BOARD COMPLETE","NOS","1","22-Nov-2000","14-Nov-2009","758.92","","","","",""
"163","1005054","L&T MAKE COIL SUITABLE FOR ML '0' CONTACTOR ,","NOS","5","26-Feb-2014","27-Aug-2012","2215.00","","","","",""
"164","1005055","A.C COIL FOR ML 2 CAT NO SS 90545","NOS","1","20-Sep-1995","27-Feb-1999","10.87","","","","",""
"165","1005056","A.C COIL FOR ML 4 CAT NO SS 91258","NOS","2","20-Sep-1995","20-Sep-2013","49.28","","","","",""
"166","1005060","POWER ADUDGESTED RELAYS TYPE 67","NOS","1","9-May-1995","21-Apr-2008","10.15","","","","",""
"167","1005063","PEDAL TYPE LEVEL SWITCH MODEL 135-12 FI SICE","NOS","1","12-Jul-2004","21-Feb-2004","804.95","","","","",""
"168","1005064","YOKOGAWA INDICATING CONTROLLER VT 35 - A13","NOS","1","16-Mar-1996","20-Sep-2013","1568.91","","","","",""
"169","1005065","RIBBON CASSETE FOR YOKOGAWA MAKE HYBRID R","NOS","1","5-Aug-2003","27-Feb-2002","3954.00","","","","",""
"170","1005066","COLD EATHODE FLUORESENT LAMP 4082 P.139638","NOS","1","16-Mar-1996","20-Sep-2013","358.06","","","","",""
"171","1005067","YOKOGAWA POWER DISTRIBUTOR MODEL NO SDB","NOS","1","16-Mar-1996","26-Oct-2013","106.73","","","","",""
"172","1005068","MODULATING MOTOR M 941 A CODE I-86141122 00","NOS","1","14-Jul-1995","26-Oct-2013","2245.69","","","","",""
"173","1005073","PREESURE SWITCH IPS 100 CODE 0-8441121300","NOS","1","14-Jul-1995","14-Sep-2006","49.92","","","","",""
"174","1005077","O RING 33078","SET","1","26-Jun-1995","26-Oct-2013","71.29","","","","",""
"175","1005078","SPRING SET FOR PNEMETIC ACTUATOR","SET","1","26-Jun-1995","26-Oct-2013","71.29","","","","",""
"176","1005081","ELECTRODE ASSEMBLY W 0314 613930","NOS","4","18-Nov-2002","13-Jul-2018","399.43","","","","",""
"177","1005082","I PIN SOCKETS SUITABLE FOR THE P.NO 31-96000 -2","NOS","5","31-May-1995","12-Jun-2001","2.03","","","","",""
"178","1005088","PRESSURE CONTROL VALVE (DOWN STREAM VAL","NOS","1","9-Oct-2015","6-Nov-2015","18589.50","","","","",""
"179","1005094","S.S WIRE BRAIDED METALIC FLEXIBLE HOSE FOR H","NOS","13","5-Feb-2003","2-Feb-2013","1187.83","","","","",""
"180","1005102","BIMETAL OVER LOAD RELAY L&T RANGE  1.4 A TO 2","NOS","2","18-Nov-1995","17-Aug-2010","64.00","","","","",""
"181","1005103","BIMETAL OVERLOAD RELAY L-T RANGE 2A -3-3 AMP","NOS","1","18-Nov-1995","16-Nov-1996","29.68","","","","",""
"182","1005104","BIMETAL OVER LOAD RELAY L & t RANGE 66 A TO 1","NOS","2","18-Nov-1995","26-Oct-2013","142.57","","","","",""
"183","1005105","ISO TYPE BIPI TECH SIMPLEX SPROCKET WHEEL 1","NOS","4","13-Jan-1996","14-Mar-1996","41.04","","","","",""
"184","1005109","DIGITAL TEMPERATURE INDICATOR WITH ON/OFF C","NOS","2","6-Apr-1996","4-May-2001","328.00","","","","",""
"185","1005114","ELECTRIC 2 WIRE TR.MITTER,FISHER ROSE MOUN","NOS","1","12-Sep-1996","26-May-2004","3043.18","","","","",""
"186","1005134","SIEMMENS  MAKE LAMP HOLDER WITH BULIT  IN RE","NOS","5","14-Jun-1996","23-Jun-1997","39.14","","","","",""
"187","1005141","NON RETURN VALVE ASSY 1 1/2 "" BSP - TC 600 031","NOS","3","19-Apr-2000","27-Feb-1999","379.31","","","","",""
"188","1005142","SAFTEY VALVE ASSEMBLY 0.75"" BSP 043456A/972","NOS","1","19-Apr-2000","13-Sep-2000","72.21","","","","",""
"189","1005143","SAFETY VALVE ASSY. 1/2"" BSP 043457 A","NOS","4","19-Apr-2000","7-Apr-2007","85.16","","","","",""
"190","1005145","DRAIN VALVE ASSEMBLY 0.25"" BSP 0515411","NOS","1","16-Nov-1996","26-Oct-2013","5.15","","","","",""
"191","1005146","AIR FILTER ASSEMBLY 0213970","NOS","2","19-Apr-2000","26-Oct-2013","56.54","","","","",""
"192","1005147","SAFETY VALVE ASSEMBLY 0.25"" BSP 0413181","NOS","1","16-Nov-1996","26-Oct-2013","13.01","","","","",""
"193","1005156","DIFFERENTIAL PRESSURE SWITCH MODEL GM-306","NOS","1","23-Feb-2001","8-Apr-1998","69.80","","","","",""
"194","1005159","L & T MAKE DIRECTLY OPERATED, DIRECT MOUNTIN","NOS","3","26-Sep-2017","7-Nov-2016","2330.00","","","","",""
"195","1005161","L&T MN-2 BIMETAL O/L 14 -23A SS94134","NOS","1","17-Jan-1997","26-Oct-2013","32.58","","","","",""
"196","1005164","L&T MN12L TYPE BIMETAL OVERLOAD RELAYUNIT R","NOS","1","30-May-1997","26-Oct-2013","190.37","","","","",""
"197","1005173","BURNER ROD ASSEMBLY(P.NO: PBR6200003)","NOS","1","27-Sep-2017","19-Apr-2018","30576.00","","","","",""
"198","1005182","AVCON MAKE PNEUMATIC ROTARY ACTUATORS.","NOS","1","8-Jun-2009","25-Feb-2005","31659.00","","","","",""
"199","1005183","SOLENOID VALVES TAC NO SV 101","NOS","2","4-Jun-2008","27-Sep-2007","378.75","","","","",""
"200","1005184","SOLENIOD VALVES TAC NO 702","NOS","1","4-Jun-2008","19-Aug-2013","187.85","","","","",""
"201","1005185","SOLENIOD VALVES TAC NO SV 104","NOS","1","4-Jun-2008","2-Dec-2016","187.83","","","","",""
"202","1005189","NPT 1/4""  (M) TO 1/2"" NPT ( M ) SS","NOS","27","25-Jun-2002","28-Oct-2014","71.60","","","","",""
"203","1005190","PVC TUBE  1/4"" OD","NOS","30","19-Jul-2002","3-Feb-2017","59.79","","","","",""
"204","1005193","NPT 1/4"" (M) UNION (M) WITH NUT","NOS","15","19-Jul-2002","27-Jul-2017","38.75","","","","",""
"205","1005195","SIEMENS MAKE BA9SFILAMENT LAMP,24V/2W","NOS","50","25-Aug-2012","17-Jul-2017","805.00","","","","",""
"206","1005196","SIEMENS MAKE BA9S FILAMENT LAMP, 130V/2.5 W, T","NOS","90","25-Aug-2012","11-Apr-2016","1601.95","","","","",""
"207","1005198","PRESSURE SWITCH MODEL NO GM -021- 02B 5D -0","NOS","1","17-Jul-1998","5-Feb-2014","169.49","","","","",""
"208","1005199","PRESSURE SWITCH MODEL NO GM - 201 -01 A7K-0","NOS","2","17-Jul-1998","5-Feb-2014","280.09","","","","",""
"209","1005200","PRESSURE SWITCH MODEL NO GM -201-02-A7K-0","NOS","1","17-Jul-1998","5-Feb-2014","183.89","","","","",""
"210","1005222","O/E/N/ RELAY P.NO IR -3-240","NOS","13","21-Jan-1999","22-May-2015","137.78","","","","",""
"211","1005223","II PIN DIN RAIL MOUNTING BASE","NOS","7","21-Jan-1999","23-Apr-2018","27.92","","","","",""
"212","1005232","AIRMATIC MAKE STANDARD SERIES AIRPRESSURE","NOS","3","11-Apr-2015","16-Nov-2016","7485.00","","","","",""
"213","1005233","AIRMATIC MAKE AIR PRESSURE REGULATOR SIZE 1","NOS","3","13-Jun-2003","20-Dec-2013","176.49","","","","",""
"214","1005234","AIRMATIC AIR PRESSURE REGULATOR WITH FILTE","NOS","1","26-Feb-2000","18-Jun-2016","160.58","","","","",""
"215","1005240","PRESSURE GUAGE","NOS","2","26-Feb-2000","24-Aug-2015","12.46","","","","",""
"216","1005241","SAFETY VALVE ASSEMBLY 3/8"" BSP DRG.NO 02240","NOS","4","19-Apr-2000","5-Feb-2014","64.20","","","","",""
"217","1005242","ELGI/CEC MAKE TOP BLOCK FOR AIR COMPRESSOR","NOS","1","9-Jul-2016","30-Mar-2016","22500.00","","","","",""
"218","1005250","VGPISLY 10 SPRING PLATE FOR VIBRATING FEEDE","SET","1","22-Nov-2000","5-Feb-2014","177.05","","","","",""
"219","1005253","SAFETY VALVE ASSY. 3/4"" DRG NO: 022400779","NOS","3","13-Sep-2000","5-Feb-2014","216.64","","","","",""
"220","1005258","BURNER HOUSING NO M 806/00","NOS","4","21-Mar-2003","8-Apr-2008","358.40","","","","",""
"221","1005263","FILTER BASKET 25NB 15 LIT CAPACITY","NOS","1","21-Jul-2001","5-Feb-2014","575.00","","","","",""
"222","1005265","TEMPERATURE ELEMENT PROBE TYPE - K","NOS","2","29-Nov-2016","21-Jun-2016","2836.60","","","","",""
"223","1005266","TEMPERATURE ELEMENT PROBE TYPE- K TYPE","NOS","5","29-Nov-2016","24-Jun-2016","2968.80","","","","",""
"224","1005270","VALVE SAFETY 3/4"" BSP P NO. 972210200","NOS","1","17-Jan-2002","5-Feb-2014","331.65","","","","",""
"225","1005276","TEMPERATURE ELEMENT PROBE","NOS","2","29-Nov-2016","9-Jun-2018","2637.60","","","","",""
"226","1005280","NPT 1/4"" (M) ELBOW WITH NUT","NOS","10","19-Nov-2002","5-Feb-2014","290.46","","","","",""
"227","1005288","COPPER TUBE 1/4"" DO SOFTENED DOUBLE WOUND","MTR","25","19-Jul-2002","12-Mar-2018","6.08","","","","",""
"228","1005296","22.5 MM ILLUMINATED PUSH BUTTON IN GREEN","NOS","40","28-Nov-2014","17-Jan-2017","5730.40","","","","",""
"229","1005297","22.5 MM ILLUMINATED PUSH BUTTON IN RED","NOS","30","28-Nov-2014","9-May-2016","4297.80","","","","",""
"230","1005370","TEMPERATURE ELEMENT PROBE TYPE: RTD, PT-1","NOS","5","25-Jan-2007","21-Apr-2017","5867.87","","","","",""
"231","1005377","PCB MOTHER BOARD COMPLETE WITH FIRING","NOS","1","7-Nov-2014","26-Nov-2012","32532.00","","","","",""
"232","1005385","YOKOGAWA MAKE CONTROLLER","NOS","2","13-Jan-2017","22-May-2014","68920.00","","","","",""
"233","1005391","L&T MAKE DIRECTLY OPERATED, DIRECT MOUNTIN","NOS","2","30-Sep-2014","6-Jun-2014","1560.00","","","","",""
"234","1005392","L&T MAKE DIRECTLY OPERATED, DIRECT MOUNTIN","NOS","1","30-Sep-2014","6-Jun-2014","795.00","","","","",""
"235","1005395","AIROSPRAY 7/8"" NOZZLE 10 GPH , SPRAY ANGL;E: 7","NOS","1","17-Apr-2018","","","","","","",""
"236","1006002","KAKATI/PPI/PREMIER MAKE WATER RING TYPE","NOS","1","8-Jan-2018","9-Feb-2017","83430.00","","","","",""
"237","1006011","NEEDLE VALVE","NOS","2","16-Aug-2000","26-Oct-2013","101.30","","","","",""
"238","1006014","DIFFURE PLATE ASSEMBLY 150 MM(P.NO:PBR57300","NOS","5","22-Jun-2017","24-Jun-2017","2600.00","","","","",""
"239","1006018","HEATER TANK WITH THERMO COUPLE","NOS","1","20-Sep-2000","26-Oct-2013","3499.05","","","","",""
"240","1006028","VENTURY C.I. P.NO 7005622730","NOS","5","14-Jun-2001","5-Feb-2014","41.15","","","","",""
"241","1006041","WEAR PLATE IN  HOT PRESS MOULDED SINTEX TY","NOS","3","4-Aug-2017","8-Dec-2016","43540.00","","","","",""
"242","1006044","NOZZLES FOR  22/2 TPH FBD AS PER DRAWING  M","NOS","11","12-Dec-2014","12-Feb-2011","30339.00","","","","",""
"243","1006048","AJP EXPANSION BELLOWS:  EXPANSION BELLOWS (","NOS","2","24-Mar-2006","18-Dec-2012","14831.60","","","","",""
"244","1006052","OIL SEAL ASSEMBLY FOR THE SUNTEC MAKE E6 FU","NOS","1","1-Mar-2006","28-Feb-2017","71.23","","","","",""
"245","1006055","SPARE PLUG-IN TYPE POWER SUPPLY UNIT MPSD (","NOS","1","21-Jun-2012","28-May-2011","13546.00","","","","",""
"246","1007001","APM GRADE HEATING ELEMENT THICKNESS 4.7 M","NOS","3","25-Oct-2014","30-Jul-2014","43136.00","","","","",""
"247","1007003","TEMPERATURE CONTROLLER , NIPPON MAKE, MOD","NOS","1","12-May-2014","3-Feb-2014","8500.00","","","","",""
"248","1007004","CERMIC TUBE 20 MM OD AND 1100 MM LENGTH.","NOS","5","12-May-2014","","4000.00","","","","",""
"249","1102002","SPARE HEATING ELEMENT 85 KW","NOS","20","16-Mar-1992","5-Feb-1998","1149.99","","","","",""
"250","1102018","HEATING ELEMENT","NOS","5","13-Nov-2003","7-Aug-2003","18122.00","","","","",""
"251","1102037","AUTOMATIC TEMPERATURE CONTROL 0-1200 C PA","NOS","2","17-Feb-1995","27-Nov-1998","306.37","","","","",""
"252","1111001","POLY PROPLENE FILTER PRESS HEAD PLATE 915x","NOS","1","30-Oct-1993","","289.10","","","","",""
"253","1111002","POLY PROPLENE FILTER PRESS RECESSED TAIL P","NOS","1","30-Oct-1993","","289.10","","","","",""
"254","1111004","POLY PROPLENE RECESSED PRESSURE PLATE","NOS","1","11-Jul-1996","30-Jul-1996","297.35","","","","",""
"255","1111005","POLY PROPLENE RECESSED WASH PLATE","NOS","2","11-Jul-1996","30-Jul-1996","594.69","","","","",""
"256","1111006","POLY PROPLENE HANDLE","NOS","12","30-Oct-1993","","160.12","","","","",""
"257","1201107","SS WIRE SCRATCH BRUSH WITH CURVED WOODE","NOS","7","21-Jan-2017","10-Oct-2017","189.00","","","","",""
"258","1201118","COIL SPRING - 12 MM","NOS","5","19-Nov-1993","6-Mar-1996","2.19","","","","",""
"259","1201203","M.S 100% COTTON LONG CLOTH  PEROXIDE","MTR","200","28-Nov-2017","17-Mar-2018","14285.71","","","","",""
"260","1202001","SPARE  DRUCK CARRIER BRACKET FOR RIGHT HA","NOS","4","1-Apr-1984","24-Aug-1993","2.10","","","","",""
"261","1202011","H.T.S. HOPPER","NOS","1","","31-Mar-1986","200.00","","","","",""
"262","1202031","OIL SEAL 60-19-10","NOS","2","","19-Nov-1993","2.55","","","","",""
"263","1202032","RUBBER SUFFOR 80102-100-3","NOS","2","","19-Nov-1993","4.95","","","","",""
"264","1202043","SPRING","NOS","4","10-Dec-1997","6-Oct-1997","947.83","","","","",""
"265","1202044","SLIDING METTALIC BUSH","SET","1","10-Dec-1997","24-Aug-1993","842.51","","","","",""
